/home/rejk/Downloads/prj/dlproject-again/venv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:282: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
[(0,0,27)]: wandb not resumed
[(0,0,27)]: Epoch 1
[TRAIN(0,10,57)]: i: 107, train_loss: 1.3023359775543213
[TRAIN(0,11,2)]: i: 108, train_loss: 1.3217535018920898
[TRAIN(0,11,8)]: i: 109, train_loss: 1.3227078914642334
[TRAIN(0,11,13)]: i: 110, train_loss: 1.2985800504684448
[TRAIN(0,11,20)]: i: 111, train_loss: 1.3083916902542114
[TRAIN(0,11,28)]: i: 112, train_loss: 1.3194323778152466
[TRAIN(0,11,34)]: i: 113, train_loss: 1.2965224981307983
[TRAIN(0,11,41)]: i: 114, train_loss: 1.3034061193466187
[TRAIN(0,11,46)]: i: 115, train_loss: 1.2973915338516235
[TRAIN(0,11,51)]: i: 116, train_loss: 1.3063445091247559
[TRAIN(0,11,57)]: i: 117, train_loss: 1.3041181564331055
[TRAIN(0,12,2)]: i: 118, train_loss: 1.3146435022354126
[TRAIN(0,12,7)]: i: 119, train_loss: 1.2942709922790527
[TRAIN(0,12,12)]: i: 120, train_loss: 1.3069013357162476
[TRAIN(0,12,18)]: i: 121, train_loss: 1.2878133058547974
[TRAIN(0,12,23)]: i: 122, train_loss: 1.2976315021514893
[TRAIN(0,12,28)]: i: 123, train_loss: 1.292489767074585
[TRAIN(0,12,33)]: i: 124, train_loss: 1.2949573993682861
[TRAIN(0,12,40)]: i: 125, train_loss: 1.3059172630310059
[TRAIN(0,12,46)]: i: 126, train_loss: 1.285461187362671
[TRAIN(0,12,53)]: i: 127, train_loss: 1.2966126203536987
[TRAIN(0,13,3)]: i: 128, train_loss: 1.2968544960021973
[TRAIN(0,13,8)]: i: 129, train_loss: 1.2856112718582153
[TRAIN(0,13,14)]: i: 130, train_loss: 1.2768876552581787
[TRAIN(0,13,19)]: i: 131, train_loss: 1.2375050783157349
[TRAIN(0,13,24)]: i: 132, train_loss: 1.2774654626846313
[TRAIN(0,13,30)]: i: 133, train_loss: 1.249070167541504
[TRAIN(0,13,38)]: i: 134, train_loss: 1.285856008529663
[TRAIN(0,13,46)]: i: 135, train_loss: 1.2936546802520752
[TRAIN(0,13,53)]: i: 136, train_loss: 1.2837847471237183
[TRAIN(0,13,59)]: i: 137, train_loss: 1.2831748723983765
[TRAIN(0,14,5)]: i: 138, train_loss: 1.2875951528549194
[TRAIN(0,14,10)]: i: 139, train_loss: 1.2448928356170654
[TRAIN(0,14,17)]: i: 140, train_loss: 1.2606933116912842
[TRAIN(0,14,26)]: i: 141, train_loss: 1.2816941738128662
[TRAIN(0,14,32)]: i: 142, train_loss: 1.2650898694992065
[TRAIN(0,14,37)]: i: 143, train_loss: 1.2597764730453491
[TRAIN(0,14,42)]: i: 144, train_loss: 1.2495759725570679
[TRAIN(0,14,47)]: i: 145, train_loss: 1.2758797407150269
[TRAIN(0,14,53)]: i: 146, train_loss: 1.2655234336853027
[TRAIN(0,14,58)]: i: 147, train_loss: 1.238632321357727
[TRAIN(0,15,3)]: i: 148, train_loss: 1.2609562873840332
[TRAIN(0,15,9)]: i: 149, train_loss: 1.2655316591262817
[TRAIN(0,15,14)]: i: 150, train_loss: 1.2710026502609253
[TRAIN(0,15,19)]: i: 151, train_loss: 1.245343565940857
[TRAIN(0,15,24)]: i: 152, train_loss: 1.2313231229782104
[TRAIN(0,15,30)]: i: 153, train_loss: 1.2373158931732178
[TRAIN(0,15,35)]: i: 154, train_loss: 1.2644039392471313
[TRAIN(0,15,40)]: i: 155, train_loss: 1.2239396572113037
[TRAIN(0,15,45)]: i: 156, train_loss: 1.2228751182556152
[TRAIN(0,15,50)]: i: 157, train_loss: 1.246933102607727
[TRAIN(0,15,57)]: i: 158, train_loss: 1.2463278770446777
[TRAIN(0,16,2)]: i: 159, train_loss: 1.2621245384216309
[TRAIN(0,16,9)]: i: 160, train_loss: 1.199061393737793
[TRAIN(0,16,14)]: i: 161, train_loss: 1.2343896627426147
[TRAIN(0,16,19)]: i: 162, train_loss: 1.2466204166412354
[TRAIN(0,16,24)]: i: 163, train_loss: 1.2341116666793823
[TRAIN(0,16,29)]: i: 164, train_loss: 1.2585632801055908
[TRAIN(0,16,34)]: i: 165, train_loss: 1.2540185451507568
[TRAIN(0,16,40)]: i: 166, train_loss: 1.2202931642532349
[TRAIN(0,16,45)]: i: 167, train_loss: 1.2331222295761108
[TRAIN(0,16,51)]: i: 168, train_loss: 1.1982388496398926
[TRAIN(0,16,56)]: i: 169, train_loss: 1.2545652389526367
[TRAIN(0,17,1)]: i: 170, train_loss: 1.2608757019042969
[TRAIN(0,17,7)]: i: 171, train_loss: 1.1932276487350464
[TRAIN(0,17,12)]: i: 172, train_loss: 1.186411738395691
[TRAIN(0,17,17)]: i: 173, train_loss: 1.2377440929412842
[TRAIN(0,17,23)]: i: 174, train_loss: 1.1922527551651
[TRAIN(0,17,28)]: i: 175, train_loss: 1.237426996231079
[TRAIN(0,17,33)]: i: 176, train_loss: 1.1717499494552612
[TRAIN(0,17,38)]: i: 177, train_loss: 1.1920477151870728
[TRAIN(0,17,43)]: i: 178, train_loss: 1.2352217435836792
[TRAIN(0,17,48)]: i: 179, train_loss: 1.1796694993972778
[TRAIN(0,17,53)]: i: 180, train_loss: 1.2199984788894653
[TRAIN(0,17,58)]: i: 181, train_loss: 1.2261220216751099
[TRAIN(0,18,4)]: i: 182, train_loss: 1.197658658027649
[TRAIN(0,18,9)]: i: 183, train_loss: 1.2125803232192993
[TRAIN(0,18,14)]: i: 184, train_loss: 1.1852285861968994
[TRAIN(0,18,18)]: i: 185, train_loss: 1.1988271474838257
[TRAIN(0,18,23)]: i: 186, train_loss: 1.2159225940704346
[TRAIN(0,18,28)]: i: 187, train_loss: 1.2211074829101562
[TRAIN(0,18,33)]: i: 188, train_loss: 1.1680090427398682
[TRAIN(0,18,39)]: i: 189, train_loss: 1.1689000129699707
[TRAIN(0,18,45)]: i: 190, train_loss: 1.1746056079864502
[TRAIN(0,18,51)]: i: 191, train_loss: 1.1947871446609497
[TRAIN(0,18,57)]: i: 192, train_loss: 1.2532678842544556
[TRAIN(0,19,2)]: i: 193, train_loss: 1.1891504526138306
[TRAIN(0,19,7)]: i: 194, train_loss: 1.1564106941223145
[TRAIN(0,19,12)]: i: 195, train_loss: 1.1677287817001343
[TRAIN(0,19,17)]: i: 196, train_loss: 1.1932452917099
[TRAIN(0,19,22)]: i: 197, train_loss: 1.1945888996124268
[TRAIN(0,19,27)]: i: 198, train_loss: 1.1823029518127441
[TRAIN(0,19,32)]: i: 199, train_loss: 1.2331018447875977
[TRAIN(0,19,38)]: i: 200, train_loss: 1.1721816062927246
[TRAIN(0,19,43)]: i: 201, train_loss: 1.1692720651626587
[TRAIN(0,19,48)]: i: 202, train_loss: 1.1639569997787476
[TRAIN(0,19,54)]: i: 203, train_loss: 1.1712859869003296
[TRAIN(0,19,59)]: i: 204, train_loss: 1.1484962701797485
[TRAIN(0,20,4)]: i: 205, train_loss: 1.1887683868408203
[TRAIN(0,20,9)]: i: 206, train_loss: 1.1570931673049927
[TRAIN(0,20,14)]: i: 207, train_loss: 1.2082313299179077
[TRAIN(0,20,19)]: i: 208, train_loss: 1.1608078479766846
[TRAIN(0,20,24)]: i: 209, train_loss: 1.1432169675827026
[TRAIN(0,20,29)]: i: 210, train_loss: 1.1831649541854858
[TRAIN(0,20,34)]: i: 211, train_loss: 1.1852763891220093
[TRAIN(0,20,39)]: i: 212, train_loss: 1.1546434164047241
[TRAIN(0,20,44)]: i: 213, train_loss: 1.180199146270752
[TRAIN(0,20,49)]: i: 214, train_loss: 1.1595077514648438
[TRAIN(0,20,55)]: i: 215, train_loss: 1.1681389808654785
[TRAIN(0,21,0)]: i: 216, train_loss: 1.1539585590362549
[TRAIN(0,21,4)]: i: 217, train_loss: 1.1721271276474
[TRAIN(0,21,10)]: i: 218, train_loss: 1.192229151725769
[TRAIN(0,21,14)]: i: 219, train_loss: 1.1402043104171753
[TRAIN(0,21,19)]: i: 220, train_loss: 1.151213526725769
[TRAIN(0,21,24)]: i: 221, train_loss: 1.1491869688034058
[TRAIN(0,21,29)]: i: 222, train_loss: 1.1481750011444092
[TRAIN(0,21,34)]: i: 223, train_loss: 1.1712982654571533
[TRAIN(0,21,39)]: i: 224, train_loss: 1.1754727363586426
[TRAIN(0,21,44)]: i: 225, train_loss: 1.1940569877624512
[TRAIN(0,21,50)]: i: 226, train_loss: 1.1434522867202759
[TRAIN(0,21,56)]: i: 227, train_loss: 1.249402642250061
[TRAIN(0,22,2)]: i: 228, train_loss: 1.1773923635482788
[TRAIN(0,22,8)]: i: 229, train_loss: 1.1847416162490845
[TRAIN(0,22,14)]: i: 230, train_loss: 1.1524786949157715
[TRAIN(0,22,19)]: i: 231, train_loss: 1.1835626363754272
[TRAIN(0,22,24)]: i: 232, train_loss: 1.2024412155151367
[TRAIN(0,22,29)]: i: 233, train_loss: 1.1798826456069946
[TRAIN(0,22,34)]: i: 234, train_loss: 1.1587096452713013
[TRAIN(0,22,39)]: i: 235, train_loss: 1.1326428651809692
[TRAIN(0,22,44)]: i: 236, train_loss: 1.1107228994369507
[TRAIN(0,22,50)]: i: 237, train_loss: 1.1782515048980713
[TRAIN(0,22,55)]: i: 238, train_loss: 1.1784615516662598
[TRAIN(0,23,1)]: i: 239, train_loss: 1.1526134014129639
[TRAIN(0,23,6)]: i: 240, train_loss: 1.1991392374038696
[TRAIN(0,23,12)]: i: 241, train_loss: 1.1408090591430664
[TRAIN(0,23,17)]: i: 242, train_loss: 1.1389414072036743
[TRAIN(0,23,22)]: i: 243, train_loss: 1.160914421081543
[TRAIN(0,23,27)]: i: 244, train_loss: 1.1701699495315552
[TRAIN(0,23,32)]: i: 245, train_loss: 1.1479402780532837
[TRAIN(0,23,37)]: i: 246, train_loss: 1.146925687789917
[TRAIN(0,23,42)]: i: 247, train_loss: 1.1499308347702026
[TRAIN(0,23,47)]: i: 248, train_loss: 1.1820164918899536
[TRAIN(0,23,52)]: i: 249, train_loss: 1.1756573915481567
[TRAIN(0,23,57)]: i: 250, train_loss: 1.1652014255523682
[TRAIN(0,24,2)]: i: 251, train_loss: 1.1172435283660889
[TRAIN(0,24,8)]: i: 252, train_loss: 1.1021517515182495
[TRAIN(0,24,13)]: i: 253, train_loss: 1.1379061937332153
[TRAIN(0,24,18)]: i: 254, train_loss: 1.1650773286819458
[TRAIN(0,24,23)]: i: 255, train_loss: 1.1582458019256592
[TRAIN(0,24,28)]: i: 256, train_loss: 1.1312388181686401
[TRAIN(0,24,33)]: i: 257, train_loss: 1.1070560216903687
[TRAIN(0,24,38)]: i: 258, train_loss: 1.1440682411193848
[TRAIN(0,24,43)]: i: 259, train_loss: 1.131070852279663
[TRAIN(0,24,48)]: i: 260, train_loss: 1.1485785245895386
[TRAIN(0,24,54)]: i: 261, train_loss: 1.1438288688659668
[TRAIN(0,24,59)]: i: 262, train_loss: 1.1738696098327637
[TRAIN(0,25,4)]: i: 263, train_loss: 1.1636545658111572
[TRAIN(0,25,9)]: i: 264, train_loss: 1.1288129091262817
[TRAIN(0,25,14)]: i: 265, train_loss: 1.0841295719146729
[TRAIN(0,25,19)]: i: 266, train_loss: 1.1208503246307373
[TRAIN(0,25,23)]: i: 267, train_loss: 1.139046311378479
[TRAIN(0,25,28)]: i: 268, train_loss: 1.1362711191177368
[TRAIN(0,25,32)]: i: 269, train_loss: 1.1539870500564575
[TRAIN(0,25,36)]: i: 270, train_loss: 1.1247503757476807
[TRAIN(0,25,41)]: i: 271, train_loss: 1.156825304031372
[TRAIN(0,25,46)]: i: 272, train_loss: 1.1930238008499146
[TRAIN(0,25,50)]: i: 273, train_loss: 1.1363234519958496
[TRAIN(0,25,55)]: i: 274, train_loss: 1.1347591876983643
[TRAIN(0,26,0)]: i: 275, train_loss: 1.1367580890655518
[TRAIN(0,26,5)]: i: 276, train_loss: 1.1476210355758667
[TRAIN(0,26,9)]: i: 277, train_loss: 1.0976215600967407
[TRAIN(0,26,14)]: i: 278, train_loss: 1.1866352558135986
[TRAIN(0,26,18)]: i: 279, train_loss: 1.1677738428115845
[TRAIN(0,26,23)]: i: 280, train_loss: 1.1505708694458008
[TRAIN(0,26,27)]: i: 281, train_loss: 1.1591740846633911
[TRAIN(0,26,31)]: i: 282, train_loss: 1.1611356735229492
[TRAIN(0,26,36)]: i: 283, train_loss: 1.1351836919784546
[TRAIN(0,26,42)]: i: 284, train_loss: 1.1432569026947021
[TRAIN(0,26,48)]: i: 285, train_loss: 1.098137378692627
[TRAIN(0,26,53)]: i: 286, train_loss: 1.1352088451385498
[TRAIN(0,26,58)]: i: 287, train_loss: 1.1740938425064087
[TRAIN(0,27,3)]: i: 288, train_loss: 1.1417756080627441
[TRAIN(0,27,8)]: i: 289, train_loss: 1.1261117458343506
[TRAIN(0,27,12)]: i: 290, train_loss: 1.157322883605957
[TRAIN(0,27,17)]: i: 291, train_loss: 1.1658713817596436
[TRAIN(0,27,22)]: i: 292, train_loss: 1.156388282775879
[TRAIN(0,27,26)]: i: 293, train_loss: 1.176827311515808
[TRAIN(0,27,31)]: i: 294, train_loss: 1.0553134679794312
[TRAIN(0,27,35)]: i: 295, train_loss: 1.1720877885818481
[TRAIN(0,27,40)]: i: 296, train_loss: 1.1738430261611938
[TRAIN(0,27,44)]: i: 297, train_loss: 1.141421914100647
[TRAIN(0,27,48)]: i: 298, train_loss: 1.174560546875
[TRAIN(0,27,53)]: i: 299, train_loss: 1.1785839796066284
[TRAIN(0,27,59)]: i: 300, train_loss: 1.1720677614212036
[TRAIN(0,28,4)]: i: 301, train_loss: 1.212520718574524
[TRAIN(0,28,8)]: i: 302, train_loss: 1.146880030632019
[TRAIN(0,28,13)]: i: 303, train_loss: 1.1109340190887451
[TRAIN(0,28,17)]: i: 304, train_loss: 1.084283709526062
[TRAIN(0,28,22)]: i: 305, train_loss: 1.1263395547866821
[TRAIN(0,28,27)]: i: 306, train_loss: 1.163167119026184
[TRAIN(0,28,32)]: i: 307, train_loss: 1.1515637636184692
[TRAIN(0,28,37)]: i: 308, train_loss: 1.1383328437805176
[TRAIN(0,28,41)]: i: 309, train_loss: 1.1523723602294922
[TRAIN(0,28,46)]: i: 310, train_loss: 1.106711745262146
[TRAIN(0,28,51)]: i: 311, train_loss: 1.1245448589324951
[TRAIN(0,28,55)]: i: 312, train_loss: 1.1060583591461182
[TRAIN(0,29,0)]: i: 313, train_loss: 1.095754623413086
[TRAIN(0,29,5)]: i: 314, train_loss: 1.1444382667541504
[TRAIN(0,29,10)]: i: 315, train_loss: 1.126863956451416
[TRAIN(0,29,14)]: i: 316, train_loss: 1.1850385665893555
[TRAIN(0,29,19)]: i: 317, train_loss: 1.1285271644592285
[TRAIN(0,29,23)]: i: 318, train_loss: 1.1765879392623901
[TRAIN(0,29,28)]: i: 319, train_loss: 1.1556850671768188
[TRAIN(0,29,32)]: i: 320, train_loss: 1.1523646116256714
[TRAIN(0,29,37)]: i: 321, train_loss: 1.139752745628357
[TRAIN(0,29,41)]: i: 322, train_loss: 1.200642466545105
[TRAIN(0,29,46)]: i: 323, train_loss: 1.1598293781280518
[TRAIN(0,29,50)]: i: 324, train_loss: 1.1103765964508057
[TRAIN(0,29,55)]: i: 325, train_loss: 1.1899735927581787
[TRAIN(0,29,59)]: i: 326, train_loss: 1.1680748462677002
[TRAIN(0,30,4)]: i: 327, train_loss: 1.110202431678772
[TRAIN(0,30,9)]: i: 328, train_loss: 1.1581676006317139
[TRAIN(0,30,13)]: i: 329, train_loss: 1.1320242881774902
[TRAIN(0,30,18)]: i: 330, train_loss: 1.1436681747436523
[TRAIN(0,30,22)]: i: 331, train_loss: 1.113523006439209
[TRAIN(0,30,27)]: i: 332, train_loss: 1.2109445333480835
[TRAIN(0,30,32)]: i: 333, train_loss: 1.0806872844696045
[TRAIN(0,30,36)]: i: 334, train_loss: 1.1308481693267822
[TRAIN(0,30,41)]: i: 335, train_loss: 1.0396411418914795
[TRAIN(0,30,46)]: i: 336, train_loss: 1.0819143056869507
[TRAIN(0,30,50)]: i: 337, train_loss: 1.1880741119384766
[TRAIN(0,30,55)]: i: 338, train_loss: 1.116062045097351
[TRAIN(0,30,59)]: i: 339, train_loss: 1.127840280532837
[TRAIN(0,31,4)]: i: 340, train_loss: 1.1223617792129517
[TRAIN(0,31,9)]: i: 341, train_loss: 1.1254228353500366
[TRAIN(0,31,13)]: i: 342, train_loss: 1.065798282623291
[TRAIN(0,31,18)]: i: 343, train_loss: 1.1250813007354736
[TRAIN(0,31,22)]: i: 344, train_loss: 1.174160122871399
[TRAIN(0,31,27)]: i: 345, train_loss: 1.1838393211364746
[TRAIN(0,31,32)]: i: 346, train_loss: 1.1107127666473389
[TRAIN(0,31,36)]: i: 347, train_loss: 1.1508318185806274
[TRAIN(0,31,41)]: i: 348, train_loss: 1.148463249206543
[TRAIN(0,31,46)]: i: 349, train_loss: 1.1325355768203735
[TRAIN(0,31,50)]: i: 350, train_loss: 1.1132960319519043
[TRAIN(0,31,55)]: i: 351, train_loss: 1.0593798160552979
[TRAIN(0,32,0)]: i: 352, train_loss: 1.086789846420288
[TRAIN(0,32,5)]: i: 353, train_loss: 1.1291848421096802
[TRAIN(0,32,9)]: i: 354, train_loss: 1.1367343664169312
[TRAIN(0,32,14)]: i: 355, train_loss: 1.1342140436172485
[TRAIN(0,32,18)]: i: 356, train_loss: 1.1464688777923584
[TRAIN(0,32,23)]: i: 357, train_loss: 1.0518767833709717
[TRAIN(0,32,27)]: i: 358, train_loss: 1.13864266872406
[TRAIN(0,32,32)]: i: 359, train_loss: 1.1187396049499512
[TRAIN(0,32,37)]: i: 360, train_loss: 1.0761278867721558
[TRAIN(0,32,41)]: i: 361, train_loss: 1.1067484617233276
[TRAIN(0,32,46)]: i: 362, train_loss: 1.139849066734314
[TRAIN(0,32,50)]: i: 363, train_loss: 1.0809683799743652
[TRAIN(0,32,55)]: i: 364, train_loss: 1.1068614721298218
[TRAIN(0,33,1)]: i: 365, train_loss: 1.1388431787490845
[TRAIN(0,33,6)]: i: 366, train_loss: 1.1145707368850708
[TRAIN(0,33,11)]: i: 367, train_loss: 1.0924773216247559
[TRAIN(0,33,16)]: i: 368, train_loss: 1.1026325225830078
[TRAIN(0,33,22)]: i: 369, train_loss: 1.0246020555496216
[TRAIN(0,33,27)]: i: 370, train_loss: 1.092972993850708
[TRAIN(0,33,32)]: i: 371, train_loss: 1.0814778804779053
[TRAIN(0,33,37)]: i: 372, train_loss: 1.1516917943954468
[TRAIN(0,33,42)]: i: 373, train_loss: 1.1086376905441284
[TRAIN(0,33,47)]: i: 374, train_loss: 1.1576272249221802
[TRAIN(0,33,52)]: i: 375, train_loss: 1.115909457206726
[TRAIN(0,33,57)]: i: 376, train_loss: 1.1702805757522583
[TRAIN(0,34,1)]: i: 377, train_loss: 1.1425459384918213
[TRAIN(0,34,6)]: i: 378, train_loss: 1.0871914625167847
[TRAIN(0,34,11)]: i: 379, train_loss: 1.1220651865005493
[TRAIN(0,34,15)]: i: 380, train_loss: 1.1060267686843872
[TRAIN(0,34,20)]: i: 381, train_loss: 1.0818004608154297
[TRAIN(0,34,25)]: i: 382, train_loss: 1.07425057888031
[TRAIN(0,34,29)]: i: 383, train_loss: 1.0835540294647217
[TRAIN(0,34,34)]: i: 384, train_loss: 1.1029361486434937
[TRAIN(0,34,39)]: i: 385, train_loss: 1.1206324100494385
[TRAIN(0,34,43)]: i: 386, train_loss: 1.1262397766113281
[TRAIN(0,34,48)]: i: 387, train_loss: 1.1391488313674927
[TRAIN(0,34,53)]: i: 388, train_loss: 1.101869821548462
[TRAIN(0,34,58)]: i: 389, train_loss: 1.147876262664795
[TRAIN(0,35,2)]: i: 390, train_loss: 1.1058526039123535
